alert_id,timestamp,alert_source,alert_type,severity,description,endpoint_id,endpoint_type,operating_system,user_role,department,endpoint_risk_score,user_risk_score,source_ip,destination_ip,country,process_name,parent_process,command_line,authentication_result,previous_alert_count,previous_incident_count,similar_alert_count,historical_false_positive_rate,historical_incident_rate,analyst_disposition,confirmed_incident,incident_type,investigation_reason,ground_truth,novelty_test_flag
A01385,2026-05-06 17:23:44,SIEM,Unauthorized Software,Low,"Installation of non-approved application detected on Developer Workstation on PC-0197, associated with it support account.",PC-0197,Developer Workstation,Windows 11,IT Support,IT,26,46,10.60.253.24,10.129.0.164,Singapore,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,5,2,21,0.71,0.25,False Positive,No,Expected User Behavior,Approved remote administration,False Positive,No
A01386,2026-05-06 18:34:49,SIEM,Brute Force,Medium,"Automated login attempts observed from 192.168.182.16 on PC-0018, involving process cmd.exe.",PC-0018,Database Server,Windows Server 2022,Employee,Sales,81,16,192.168.182.16,192.168.98.73,Canada,cmd.exe,services.exe,"cmd.exe (routine execution, no notable arguments)",Multiple Failed,39,15,13,0.56,0.35,False Positive,No,Authorized Administration,Recurring vendor maintenance window,False Positive,No
A01387,2026-05-07 00:27:43,Firewall,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 192.168.252.237 on PC-0204, involving process svchost.exe.",PC-0204,Employee Laptop,Windows 10,HR User,HR,26,13,192.168.252.237,10.95.30.67,United Kingdom,svchost.exe,winword.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,13,5,27,0.9,0.13,False Positive,No,Approved Script,Developer running approved deployment script,False Positive,No
A01388,2026-05-07 06:18:42,IDS,Suspicious DNS Query,Medium,"DNS query to newly-observed domain from Database Server on PC-0165, per IDS rule set.",PC-0165,Database Server,Windows Server 2022,IT Support,IT,86,33,10.142.150.165,192.168.116.59,United Kingdom,outlook.exe,cmd.exe,"outlook.exe (routine execution, no notable arguments)",Not Applicable,70,21,10,0.78,0.24,False Positive,No,Benign Activity,Legitimate software update,False Positive,No
A01389,2026-05-07 07:37:42,IDS,Command and Control,Critical,"Periodic beaconing pattern detected to external host on PC-0044, correlated with parent process python.exe.",PC-0044,Developer Workstation,Ubuntu 24.04,Security Analyst,Security,30,22,10.108.151.27,3.209.230.161,Germany,svchost.exe,python.exe,svchost.exe -k netsvcs (beaconing to [redacted-external-host]),Not Applicable,3,1,6,0.1,0.89,True Incident,Yes,Command and Control,Unauthorized login confirmed,True Incident,No
A01390,2026-05-07 09:46:55,SIEM,Unauthorized Software,Low,"Installation of non-approved application detected on Web Server on PC-0051, during business hours.",PC-0051,Web Server,Ubuntu 22.04,Finance User,Finance,67,35,10.182.178.246,192.168.25.248,India,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,28,10,13,0.61,0.39,False Positive,No,Security Tool Noise,Whitelisted internal tool flagged by generic signature,False Positive,No
A01391,2026-05-07 10:23:07,SIEM,Unauthorized Software,Medium,"Installation of non-approved application detected on Employee Laptop on PC-0160, correlated with parent process explorer.exe.",PC-0160,Employee Laptop,Windows 10,Security Analyst,Security,23,22,10.193.179.247,10.75.114.74,Germany,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,58,16,42,0.74,0.26,False Positive,No,Approved Script,Authorized administrative script,False Positive,No
A01392,2026-05-07 11:06:43,IDS,Suspicious DNS Query,High,"DNS query to newly-observed domain from Web Server on PC-0133, on host running Ubuntu 24.04.",PC-0133,Web Server,Ubuntu 24.04,Developer,Engineering,56,46,10.230.137.220,10.10.241.54,United Kingdom,svchost.exe,outlook.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,16,5,15,0.78,0.22,False Positive,No,Benign Activity,Scheduled backup generated the alert,False Positive,No
A01393,2026-05-07 11:17:25,IDS,Suspicious DNS Query,High,"DNS query to newly-observed domain from Web Server on PC-0060, per IDS rule set.",PC-0060,Web Server,Red Hat Enterprise Linux,DevOps Engineer,Engineering,72,48,10.111.237.163,192.168.26.125,India,svchost.exe,winword.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,9,0,20,0.85,0.17,False Positive,No,Scheduled Task,Authorized administrative script,False Positive,No
A01394,2026-05-07 12:41:33,SIEM,Abnormal Network Traffic,Medium,"Unusual protocol usage detected on Database Server on PC-0165, during business hours.",PC-0165,Database Server,Windows Server 2022,System Administrator,IT,86,53,192.168.103.34,10.231.78.1,United States,chrome.exe,services.exe,"chrome.exe (routine execution, no notable arguments)",Not Applicable,71,21,13,0.74,0.28,False Positive,No,Security Tool Noise,Recurring vendor maintenance window,False Positive,No
A01395,2026-05-07 13:17:26,IAM,Suspicious Login,High,"Login from unfamiliar device/browser fingerprint on PC-0032, on host running Red Hat Enterprise Linux.",PC-0032,Web Server,Red Hat Enterprise Linux,Employee,Finance,79,23,10.153.185.71,10.114.185.116,United Kingdom,mshta.exe,cmd.exe,"mshta.exe (routine execution, no notable arguments)",Failed,4,1,14,0.62,0.4,False Positive,No,Legitimate Software,Developer running approved deployment script,False Positive,No
A01396,2026-05-07 13:26:19,Firewall,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 192.168.50.93 on PC-0143, per Firewall rule set.",PC-0143,Cloud VM,Windows Server 2022,HR User,HR,37,16,192.168.50.93,192.168.114.50,Singapore,wscript.exe,outlook.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,2,0,14,0.88,0.13,False Positive,No,Legitimate Software,IT-managed patch deployment triggered the rule,False Positive,No
A01397,2026-05-07 14:41:22,Firewall,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 192.168.72.29 on PC-0204, on host running Windows 10.",PC-0204,Employee Laptop,Windows 10,Developer,Engineering,26,35,192.168.72.29,192.168.10.202,United States,java.exe,services.exe,"java.exe (routine execution, no notable arguments)",Not Applicable,14,5,28,0.8,0.17,False Positive,No,Approved Script,Recurring vendor maintenance window,False Positive,No
A01398,2026-05-07 14:57:43,SIEM,Abnormal Network Traffic,High,"Unusual protocol usage detected on Production Server on PC-0124, on host running Red Hat Enterprise Linux.",PC-0124,Production Server,Red Hat Enterprise Linux,Security Analyst,Security,63,22,192.168.116.132,192.168.27.224,United Kingdom,svchost.exe,explorer.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,12,2,9,0.58,0.41,False Positive,No,Expected User Behavior,Whitelisted internal tool flagged by generic signature,False Positive,No
A01399,2026-05-07 18:13:35,EDR,Unusual Process Execution,High,"Uncommon process spawned by outlook.exe on Database Server on PC-0199, on host running Windows Server 2022.",PC-0199,Database Server,Windows Server 2022,System Administrator,IT,79,57,192.168.197.199,10.202.243.82,India,rundll32.exe,outlook.exe,rundll32.exe javascript:[redacted],Not Applicable,2,1,24,0.58,0.43,True Incident,Yes,Malware,Persistence mechanism confirmed on host,True Incident,No
A01400,2026-05-07 18:25:59,Cloud Security,Suspicious Login,High,"Login flagged due to unusual time-of-day pattern on PC-0052, per Cloud Security rule set.",PC-0052,Employee Laptop,Windows 11,Employee,Finance,17,17,10.153.128.168,192.168.58.152,Germany,wscript.exe,outlook.exe,"wscript.exe (routine execution, no notable arguments)",Success,40,11,49,0.67,0.34,False Positive,No,Authorized Administration,Recurring vendor maintenance window,False Positive,No
A01401,2026-05-07 22:38:13,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by outlook.exe on Cloud VM on PC-0115, associated with database administrator account.",PC-0115,Cloud VM,Ubuntu 22.04,Database Administrator,Engineering,48,33,10.117.211.136,10.227.30.83,Singapore,rundll32.exe,outlook.exe,"rundll32.exe [redacted-dll],StartW",Not Applicable,7,1,18,0.59,0.4,True Incident,Yes,Malware,Persistence mechanism confirmed on host,True Incident,No
A01402,2026-05-08 03:13:33,SIEM,Suspicious DNS Query,Low,"High-entropy DNS query pattern suggestive of tunneling on PC-0104, involving process svchost.exe.",PC-0104,Employee Laptop,Windows 10,Employee,HR,15,18,10.191.212.110,192.168.39.159,India,svchost.exe,outlook.exe,svchost.exe (flagged by behavioral detection rule),Not Applicable,2,2,35,0.78,0.2,True Incident,Yes,Command and Control,Malware confirmed by endpoint investigation,True Incident,No
A01403,2026-05-08 06:09:38,Antivirus,Malware Detection,Medium,"Endpoint protection flagged a known malware family on host on PC-0199, correlated with parent process explorer.exe.",PC-0199,Database Server,Windows Server 2022,Security Analyst,Security,79,15,10.190.175.117,10.155.236.95,India,unknown_binary.exe,explorer.exe,"unknown_binary.exe (routine execution, no notable arguments)",Not Applicable,3,2,9,0.25,0.73,False Positive,No,Scheduled Task,IT-managed patch deployment triggered the rule,False Positive,No
A01404,2026-05-08 08:48:42,IAM,Suspicious Login,Medium,"Login from unfamiliar device/browser fingerprint on PC-0024, on host running Red Hat Enterprise Linux.",PC-0024,Production Server,Red Hat Enterprise Linux,IT Support,IT,63,21,192.168.77.62,10.152.218.195,United States,svchost.exe,explorer.exe,"svchost.exe (routine execution, no notable arguments)",Failed,24,6,7,0.81,0.14,False Positive,No,Benign Activity,Approved remote administration,False Positive,No
A01405,2026-05-08 14:36:47,EDR,Malicious File Download,High,"Download of executable from untrusted source detected on PC-0032, involving process chrome.exe.",PC-0032,Web Server,Red Hat Enterprise Linux,Developer,Engineering,79,47,192.168.151.43,192.168.0.244,United States,chrome.exe,explorer.exe,chrome.exe (approved vendor portal download),Not Applicable,5,1,5,0.44,0.62,False Positive,No,Security Tool Noise,Approved remote administration,False Positive,No
A01406,2026-05-08 14:39:59,IAM,Multiple Failed Logins,Low,"15 failed login attempts detected for account within 30 minutes on PC-0137, per IAM rule set.",PC-0137,Employee Laptop,Windows 11,Developer,Engineering,15,49,10.235.29.85,192.168.137.31,United Kingdom,mshta.exe,services.exe,"mshta.exe (routine execution, no notable arguments)",Multiple Failed,4,0,36,0.73,0.25,False Positive,No,Authorized Administration,Developer running approved deployment script,False Positive,No
A01407,2026-05-08 14:44:50,EDR,Unauthorized Software,Medium,"Software inventory scan flagged unlisted application on PC-0049, in the IT environment.",PC-0049,Developer Workstation,Windows 11,System Administrator,IT,34,43,10.215.35.221,10.112.9.132,United States,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,25,9,20,0.75,0.21,False Positive,No,Approved Script,Known security scanner triggered the rule,False Positive,No
A01408,2026-05-08 14:59:20,Cloud Security,Suspicious Login,High,"Login from unfamiliar device/browser fingerprint on PC-0165, correlated with parent process cmd.exe.",PC-0165,Database Server,Windows Server 2022,Developer,Engineering,86,26,192.168.95.241,192.168.6.224,Australia,mshta.exe,cmd.exe,"mshta.exe (routine execution, no notable arguments)",Failed,72,21,35,0.75,0.27,False Positive,No,Legitimate Software,Authorized administrative script,False Positive,No
A01409,2026-05-08 17:00:38,IAM,Multiple Failed Logins,Low,"12 failed login attempts detected for account within 10 minutes on PC-0016, in the HR environment.",PC-0016,Employee Laptop,Windows 10,HR User,HR,16,25,10.167.195.115,192.168.33.71,Germany,mshta.exe,services.exe,"mshta.exe (routine execution, no notable arguments)",Failed,7,2,35,0.64,0.39,False Positive,No,Security Tool Noise,Developer running approved deployment script,False Positive,No
A01410,2026-05-08 23:16:34,Firewall,Abnormal Network Traffic,High,"Traffic volume deviates significantly from endpoint baseline on PC-0041, per Firewall rule set.",PC-0041,Cloud VM,Windows Server 2022,System Administrator,IT,55,57,192.168.110.170,10.209.120.121,India,python.exe,outlook.exe,"python.exe (routine execution, no notable arguments)",Not Applicable,4,1,8,0.61,0.4,False Positive,No,Authorized Administration,Approved remote administration,False Positive,No
A01411,2026-05-09 03:17:54,Cloud Security,Impossible Travel,Medium,"Login observed from Germany shortly after login from India on PC-0198, during off-hours.",PC-0198,Cloud VM,Ubuntu 24.04,DevOps Engineer,Engineering,51,48,10.177.33.85,10.114.130.233,Germany,python.exe,winword.exe,"python.exe (routine execution, no notable arguments)",Failed,2,2,10,0.39,0.64,False Positive,No,Approved Script,Recurring vendor maintenance window,False Positive,No
A01412,2026-05-09 05:38:17,SIEM,Unauthorized Software,Low,"Software inventory scan flagged unlisted application on PC-0218, per SIEM rule set.",PC-0218,Web Server,Ubuntu 22.04,Employee,Management,63,32,192.168.149.79,192.168.219.230,Singapore,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,3,1,15,0.72,0.3,False Positive,No,Authorized Administration,Whitelisted internal tool flagged by generic signature,False Positive,No
A01413,2026-05-09 08:04:21,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0015, involving process rundll32.exe.",PC-0015,Admin Workstation,Windows 10,Developer,Engineering,46,27,192.168.176.142,10.5.130.160,United States,rundll32.exe,explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,5,2,2,0.64,0.39,False Positive,No,Benign Activity,Known security scanner triggered the rule,False Positive,No
A01414,2026-05-09 08:17:03,EDR,Suspicious PowerShell,Low,"Encoded PowerShell command observed originating from explorer.exe on PC-0160, correlated with parent process explorer.exe.",PC-0160,Employee Laptop,Windows 10,Developer,Engineering,23,48,192.168.222.46,192.168.158.157,United States,powershell.exe,explorer.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,59,16,59,0.85,0.16,False Positive,No,Approved Script,Expected login behavior,False Positive,No
A01415,2026-05-09 11:21:59,EDR,Credential Dumping,High,"Credential access technique flagged by EDR on PC-0018, during business hours.",PC-0018,Database Server,Windows Server 2022,Employee,Operations,81,10,10.206.118.55,10.68.74.114,India,lsass_access.exe,cmd.exe,"lsass_access.exe (routine execution, no notable arguments)",Success,40,15,8,0.21,0.78,False Positive,No,Security Tool Noise,Scheduled backup generated the alert,False Positive,No
A01416,2026-05-09 12:21:56,EDR,Unusual Process Execution,High,"Uncommon process spawned by explorer.exe on Database Server on PC-0127, on host running Windows Server 2022.",PC-0127,Database Server,Windows Server 2022,Employee,Management,71,30,192.168.46.62,192.168.2.31,India,rundll32.exe,explorer.exe,rundll32.exe javascript:[redacted],Not Applicable,20,5,21,0.54,0.47,True Incident,Yes,Malware,Data exfiltration confirmed,True Incident,No
A01417,2026-05-09 14:35:12,EDR,Credential Dumping,High,"Access to LSASS process memory detected on Developer Workstation on PC-0184, associated with employee account.",PC-0184,Developer Workstation,Ubuntu 22.04,Employee,Management,35,38,192.168.240.93,10.110.253.63,India,lsass_access.exe,powershell.exe,"lsass_access.exe (routine execution, no notable arguments)",Success,20,2,8,0.21,0.74,False Positive,No,Legitimate Software,Known security scanner triggered the rule,False Positive,No
A01418,2026-05-09 16:13:22,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by outlook.exe on Developer Workstation on PC-0072, on host running Windows 11.",PC-0072,Developer Workstation,Windows 11,Finance User,Finance,43,35,10.221.166.242,10.3.251.51,Singapore,rundll32.exe,outlook.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,21,6,24,0.65,0.38,False Positive,No,Scheduled Task,Expected login behavior,False Positive,No
A01419,2026-05-09 16:42:53,Email Security,Phishing Email,High,"Email containing suspicious link/attachment delivered to HR mailbox on PC-0051, on host running Ubuntu 22.04.",PC-0051,Web Server,Ubuntu 22.04,HR User,HR,67,37,10.81.194.48,10.177.225.192,Canada,chrome.exe,outlook.exe,chrome.exe (flagged by behavioral detection rule),Not Applicable,29,10,10,0.41,0.62,True Incident,Yes,Phishing,Data exfiltration confirmed,True Incident,No
A01420,2026-05-09 17:07:30,EDR,Credential Dumping,Critical,"Credential access technique flagged by EDR on PC-0018, associated with database administrator account.",PC-0018,Database Server,Windows Server 2022,Database Administrator,Engineering,81,54,10.69.214.37,192.168.42.249,United States,lsass_access.exe,cmd.exe,[redacted-tool] --dump-process lsass.exe,Not Applicable,41,15,10,0.27,0.71,True Incident,Yes,Credential Theft,Privilege escalation validated by IR team,True Incident,No
A01421,2026-05-09 19:15:32,Email Security,Phishing Email,Low,"Email security engine flagged a message with spoofed sender domain on PC-0121, correlated with parent process services.exe.",PC-0121,Production Server,Red Hat Enterprise Linux,Security Analyst,Security,81,16,10.194.215.55,192.168.45.61,United States,cmd.exe,services.exe,cmd.exe (flagged by behavioral detection rule),Not Applicable,5,0,10,0.56,0.47,True Incident,Yes,Phishing,Persistence mechanism confirmed on host,True Incident,No
A01422,2026-05-10 00:49:40,Email Security,Phishing Email,Low,"Email security engine flagged a message with spoofed sender domain on PC-0099, per Email Security rule set.",PC-0099,Employee Laptop,Windows 11,Developer,Engineering,20,30,192.168.231.177,192.168.99.195,United States,outlook.exe,outlook.exe,outlook.exe (flagged by behavioral detection rule),Not Applicable,10,2,28,0.43,0.52,True Incident,Yes,Phishing,Command-and-control beaconing confirmed,True Incident,No
A01423,2026-05-10 08:31:50,IAM,Multiple Failed Logins,Low,"10 failed login attempts detected for account within 5 minutes on PC-0085, correlated with parent process services.exe.",PC-0085,Developer Workstation,Ubuntu 24.04,Employee,HR,26,14,192.168.67.151,192.168.197.32,Germany,cmd.exe,services.exe,"cmd.exe (routine execution, no notable arguments)",Failed,12,3,34,0.69,0.29,False Positive,No,Security Tool Noise,Known security scanner triggered the rule,False Positive,No
A01424,2026-05-10 10:26:28,EDR,Unauthorized Software,Medium,"Installation of non-approved application detected on Developer Workstation on PC-0214, on host running Ubuntu 24.04.",PC-0214,Developer Workstation,Ubuntu 24.04,Developer,Engineering,37,36,10.72.36.98,10.193.7.79,United States,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,35,12,21,0.69,0.28,False Positive,No,Benign Activity,Known security scanner triggered the rule,False Positive,No
A01425,2026-05-10 10:56:43,SIEM,Suspicious DNS Query,Low,"High-entropy DNS query pattern suggestive of tunneling on PC-0220, per SIEM rule set.",PC-0220,Employee Laptop,Windows 11,Developer,Engineering,20,31,192.168.212.234,10.17.196.158,United States,mshta.exe,outlook.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,3,0,33,0.74,0.26,False Positive,No,Security Tool Noise,Recurring vendor maintenance window,False Positive,No
A01426,2026-05-10 11:45:18,Email Security,Phishing Email,High,"Email security engine flagged a message with spoofed sender domain on PC-0077, correlated with parent process explorer.exe.",PC-0077,Employee Laptop,Windows 10,System Administrator,IT,20,42,10.50.144.153,192.168.104.181,Canada,java.exe,explorer.exe,java.exe (flagged by behavioral detection rule),Not Applicable,5,1,25,0.52,0.46,True Incident,Yes,Phishing,Suspicious process chain confirmed,True Incident,No
A01427,2026-05-10 13:34:10,EDR,Unusual Process Execution,High,"Uncommon process spawned by explorer.exe on Employee Laptop on PC-0158, per EDR rule set.",PC-0158,Employee Laptop,Windows 11,Employee,HR,22,35,10.253.253.219,10.114.37.184,Singapore,rundll32.exe,explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,21,6,43,0.71,0.38,False Positive,No,Authorized Administration,Authorized administrative script,False Positive,No
A01428,2026-05-10 15:11:56,Email Security,Phishing Email,Medium,"Email security engine flagged a message with spoofed sender domain on PC-0194, involving process svchost.exe.",PC-0194,Employee Laptop,Windows 11,Developer,Engineering,12,19,192.168.90.31,192.168.16.17,United States,svchost.exe,services.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,3,0,25,0.46,0.51,False Positive,No,Benign Activity,Scheduled backup generated the alert,False Positive,No
A01429,2026-05-10 15:23:44,EDR,Persistence Mechanism,High,"New scheduled task created outside change window on PC-0127, correlated with parent process powershell.exe.",PC-0127,Database Server,Windows Server 2022,Unknown,IT,71,29,10.108.54.35,10.58.229.202,India,schtasks.exe,powershell.exe,schtasks.exe /create /tn [redacted] /sc onlogon /ru SYSTEM,Not Applicable,21,6,6,0.3,0.73,True Incident,Yes,Persistence,Persistence mechanism confirmed on host,True Incident,No
A01430,2026-05-10 16:08:14,EDR,Suspicious PowerShell,Low,"Encoded PowerShell command observed originating from explorer.exe on PC-0123, associated with it support account.",PC-0123,Employee Laptop,Windows 10,IT Support,IT,28,38,192.168.59.98,10.232.85.225,India,powershell.exe,explorer.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,2,1,56,0.8,0.21,False Positive,No,Benign Activity,Authorized administrative script,False Positive,No
A01431,2026-05-10 16:16:08,EDR,Suspicious PowerShell,Low,"PowerShell script execution flagged by EDR behavioral rule on PC-0022, on host running Windows Server 2022.",PC-0022,Cloud VM,Windows Server 2022,HR User,HR,48,5,192.168.86.40,10.9.38.56,India,powershell.exe,winword.exe,"powershell.exe -NoProfile -Command ""Get-Service""",Not Applicable,5,4,15,0.81,0.24,False Positive,No,Security Tool Noise,Legitimate software update,False Positive,No
A01432,2026-05-11 04:30:31,EDR,Suspicious PowerShell,Medium,"PowerShell script execution flagged by EDR behavioral rule on PC-0150, per EDR rule set.",PC-0150,Web Server,Ubuntu 22.04,Finance User,Finance,67,26,10.238.253.37,192.168.80.10,Singapore,powershell.exe,explorer.exe,"powershell.exe -Command ""Get-Process""",Not Applicable,1,0,18,0.87,0.16,False Positive,No,Scheduled Task,Expected login behavior,False Positive,No
A01433,2026-05-11 08:03:44,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by winword.exe on Developer Workstation on PC-0116, on host running Ubuntu 22.04.",PC-0116,Developer Workstation,Ubuntu 22.04,System Administrator,IT,34,40,10.34.18.80,192.168.139.97,United States,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,58,15,20,0.69,0.3,False Positive,No,Scheduled Task,Expected login behavior,False Positive,No
A01434,2026-05-11 12:07:17,EDR,Suspicious PowerShell,Low,"PowerShell process launched with bypass parameters from services.exe on PC-0072, associated with employee account.",PC-0072,Developer Workstation,Windows 11,Employee,Management,43,38,192.168.76.76,192.168.244.80,India,powershell.exe,services.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,22,6,35,0.82,0.18,False Positive,No,Security Tool Noise,Authorized administrative script,False Positive,No
A01435,2026-05-11 12:08:54,EDR,Unusual Process Execution,High,"Process execution chain deviates from historical baseline on PC-0004, involving process rundll32.exe.",PC-0004,Web Server,Red Hat Enterprise Linux,Database Administrator,Engineering,77,36,192.168.163.224,192.168.5.8,India,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,4,0,9,0.65,0.37,False Positive,No,Benign Activity,Legitimate software update,False Positive,No
A01436,2026-05-11 14:10:24,SIEM,Suspicious DNS Query,Low,"High-entropy DNS query pattern suggestive of tunneling on PC-0100, correlated with parent process winword.exe.",PC-0100,Database Server,Red Hat Enterprise Linux,System Administrator,IT,77,57,192.168.9.58,192.168.189.223,India,Unknown,winword.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,1,0,10,0.74,0.3,False Positive,No,Benign Activity,Whitelisted internal tool flagged by generic signature,False Positive,No
A01437,2026-05-11 14:28:17,EDR,Suspicious PowerShell,Low,"Encoded PowerShell command observed originating from services.exe on PC-0214, during business hours.",PC-0214,Developer Workstation,Ubuntu 24.04,DevOps Engineer,Engineering,37,48,192.168.3.104,192.168.57.219,India,powershell.exe,services.exe,powershell.exe -ExecutionPolicy Bypass -File deploy.ps1,Not Applicable,36,12,37,0.84,0.18,False Positive,No,Approved Script,IT-managed patch deployment triggered the rule,False Positive,No
A01438,2026-05-11 17:49:24,Cloud Security,Suspicious Login,Medium,"Login flagged due to unusual time-of-day pattern on PC-0204, involving process mshta.exe.",PC-0204,Employee Laptop,Windows 10,HR User,HR,26,26,192.168.145.254,10.220.177.109,United Kingdom,mshta.exe,explorer.exe,"mshta.exe (routine execution, no notable arguments)",Failed,15,5,51,0.59,0.39,False Positive,No,Benign Activity,Known security scanner triggered the rule,False Positive,No
A01439,2026-05-11 18:57:42,SIEM,Suspicious DNS Query,High,"High-entropy DNS query pattern suggestive of tunneling on PC-0116, in the Engineering environment.",PC-0116,Developer Workstation,Ubuntu 22.04,DevOps Engineer,Engineering,34,35,10.149.73.185,192.168.240.30,Singapore,wscript.exe,services.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,59,15,30,0.75,0.2,False Positive,No,Security Tool Noise,Expected login behavior,False Positive,No
A01440,2026-05-11 22:22:13,IDS,Port Scan,Low,"Network scanning behavior observed targeting internal subnet on PC-0060, involving process mshta.exe.",PC-0060,Web Server,Red Hat Enterprise Linux,Employee,Management,72,38,10.161.217.234,192.168.69.208,United States,mshta.exe,outlook.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,10,0,16,0.79,0.18,False Positive,No,Approved Script,Whitelisted internal tool flagged by generic signature,False Positive,No
A01441,2026-05-12 02:07:48,EDR,Suspicious PowerShell,High,"Encoded PowerShell command observed originating from winword.exe on PC-0160, involving process powershell.exe.",PC-0160,Employee Laptop,Windows 10,IT Support,IT,23,38,10.220.152.114,Unknown,United Kingdom,powershell.exe,winword.exe,powershell.exe -EncodedCommand <base64-redacted>,Not Applicable,60,16,60,0.73,0.28,True Incident,Yes,Malware,Unauthorized login confirmed,True Incident,No
A01442,2026-05-12 03:44:13,IDS,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 10.215.95.48 on PC-0119, associated with system administrator account.",PC-0119,Employee Laptop,Windows 10,System Administrator,IT,26,40,10.215.95.48,192.168.177.77,India,java.exe,cmd.exe,"java.exe (routine execution, no notable arguments)",Not Applicable,5,2,31,0.9,0.13,False Positive,No,Expected User Behavior,Whitelisted internal tool flagged by generic signature,False Positive,No
A01443,2026-05-12 04:55:25,EDR,Suspicious PowerShell,High,"PowerShell script execution flagged by EDR behavioral rule on PC-0098, on host running Windows Server 2022.",PC-0098,Domain Controller,Windows Server 2022,Database Administrator,Engineering,84,45,10.207.52.7,192.168.83.206,India,powershell.exe,explorer.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,2,0,3,0.82,0.16,False Positive,No,Benign Activity,Approved remote administration,False Positive,No
A01444,2026-05-12 05:28:48,EDR,Unusual Process Execution,High,"Process execution chain deviates from historical baseline on PC-0024, in the Finance environment.",PC-0024,Production Server,Red Hat Enterprise Linux,Finance User,Finance,63,26,192.168.195.44,10.24.133.236,United States,rundll32.exe,winword.exe,rundll32.exe javascript:[redacted],Not Applicable,25,6,11,0.54,0.5,True Incident,Yes,Malware,Malware confirmed by endpoint investigation,True Incident,No
A01445,2026-05-12 07:45:46,EDR,Credential Dumping,High,"Credential access technique flagged by EDR on PC-0063, in the IT environment.",PC-0063,Employee Laptop,Windows 10,IT Support,IT,13,33,192.168.54.65,10.78.165.175,United Kingdom,lsass_access.exe,cmd.exe,[redacted-tool] --dump-process lsass.exe,Not Applicable,3,0,11,0.29,0.71,True Incident,Yes,Credential Theft,Credential theft indicators observed,True Incident,No
A01446,2026-05-12 09:43:56,IAM,Suspicious Login,Low,"Login flagged due to unusual time-of-day pattern on PC-0137, associated with security analyst account.",PC-0137,Employee Laptop,Windows 11,Security Analyst,Security,15,16,192.168.21.218,192.168.99.4,Singapore,svchost.exe,cmd.exe,"svchost.exe (routine execution, no notable arguments)",Success,5,0,51,0.68,0.36,False Positive,No,Security Tool Noise,Recurring vendor maintenance window,False Positive,No
A01447,2026-05-12 13:05:50,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by winword.exe on Domain Controller on PC-0079, involving process rundll32.exe.",PC-0079,Domain Controller,Windows Server 2022,Developer,Engineering,83,46,192.168.33.149,192.168.62.189,United Kingdom,rundll32.exe,winword.exe,rundll32.exe javascript:[redacted],Not Applicable,1,0,5,0.67,0.31,True Incident,Yes,Malware,Data exfiltration confirmed,True Incident,No
A01448,2026-05-12 13:07:58,EDR,Persistence Mechanism,High,"New scheduled task created outside change window on PC-0075, during business hours.",PC-0075,Employee Laptop,Windows 11,Employee,HR,4,17,10.59.158.64,192.168.222.121,India,schtasks.exe,powershell.exe,schtasks.exe /create /tn [redacted] /sc onlogon /ru SYSTEM,Not Applicable,1,1,7,0.25,0.78,True Incident,Yes,Persistence,Command-and-control beaconing confirmed,True Incident,No
